Ngày,Khu vực,Tổng tin,Tổng views,Views/Tin,Cycle,Heat Score,MFV,MFSI,Cung-Cầu,Giá gap (%),Giá (tr/m²),Cắt lỗ (%),YoY (%)
2026-03-13,Cầu Giấy,1,5,5.0,54.0,237.0,0.1,54.5,1.0,,0,0,9.5
2026-03-13,Hà Đông,1,5,5.2,62.0,270.0,0.1,54.8,1.04,,0,0,18.3
2026-03-13,Hoàng Mai,1,6,6.1,75.0,378.0,0.1,56.1,1.22,,0,0,44.9
2026-03-13,Thanh Xuân,1378,5925,4.3,40.0,248.0,65.2,33.5,0.86,8.7,99.2,13.33,10.0
2026-03-13,Tây Hồ,1063,2976,2.8,37.0,187.0,32.2,27.9,0.56,42.0,129.6,3.33,8.2
2026-03-13,Bắc Từ Liêm,1,4,4.0,57.0,222.0,0.0,53.0,0.8,,0,0,15.0
2026-03-13,Gia Lâm,793,1031,1.3,33.0,120.0,12.6,54.0,0.26,-19.6,73.4,26.67,22.0
2026-03-13,Long Biên,703,4710,6.7,65.0,396.0,60.3,57.9,1.34,-10.6,81.6,4.17,28.0
2026-03-13,Hoài Đức,1,9,9.0,87.0,437.0,0.1,60.5,1.8,,0,0,34.0
2026-03-13,Đống Đa,544,7562,13.9,56,494.0,81.3,57,2.78,-14.7,77.8,16.67,7.5
2026-03-13,Hai Bà Trưng,1,4,4.2,51.0,207.0,0.0,53.3,0.84,,0,0,8.0
2026-03-13,Ba Đình,1,4,3.5,48.0,179.0,0.0,52.2,0.7,,0,0,6.0
2026-03-13,Đông Anh,205,1435,7.0,61.0,352.0,19.0,37.5,1.4,13.2,103.3,14.29,32.5
2026-03-13,Đan Phượng,66,185,2.8,54.0,279.0,2.8,61.2,0.56,-21.4,71.7,5.0,50.0
2026-03-13,Thanh Trì,1,10,10.2,91,502.0,0.1,62,2.04,,0,0,44.1
2026-03-13,Nam Từ Liêm,2512,4522,1.8,30.0,145.0,50.9,29.7,0.36,1.0,93.3,20.0,12.5
2026-03-13,Cầu Giấy,1,5,5.0,54.0,237.0,0.1,54.5,1.0,,0,0,9.5
2026-03-13,Hà Đông,1871,5613,3.0,45.0,258.0,66.4,63.2,0.6,-19.8,74.1,3.33,18.3
2026-03-13,Hoàng Mai,1620,5832,3.6,57.0,375.0,84.5,64.1,0.72,-15.7,77.9,3.33,44.9
2026-03-13,Thanh Xuân,1,6,5.5,63.0,254.0,0.1,55.2,1.1,,0,0,10.0
2026-03-13,Tây Hồ,1,4,3.8,49.0,195.0,0.0,52.7,0.76,,0,0,8.2
2026-03-13,Bắc Từ Liêm,960,2784,2.9,35.0,169.0,32.0,31.4,0.58,6.2,98.1,20.0,15.0
2026-03-13,Gia Lâm,793,1031,1.3,33.0,120.0,12.6,54.0,0.26,-20.5,73.4,26.67,22.0
2026-03-13,Long Biên,703,4710,6.7,65.0,396.0,60.3,57.9,1.34,-11.7,81.6,4.17,28.0
2026-03-13,Hoài Đức,1,9,9.0,87.0,437.0,0.1,60.5,1.8,,0,0,34.0
2026-03-13,Đống Đa,1,5,4.8,53.0,225.0,0.1,54.2,0.96,,0,0,7.5
2026-03-13,Hai Bà Trưng,1,4,4.2,51.0,207.0,0.0,53.3,0.84,,0,0,8.0
2026-03-13,Ba Đình,278,4365,15.7,56,483.0,46.3,32,3.14,82.8,168.8,12.5,6.0
2026-03-13,Đông Anh,1,14,14.1,91,533.0,0.2,62,2.82,,0,0,32.5
2026-03-13,Đan Phượng,66,185,2.8,54.0,279.0,2.8,61.2,0.56,-22.4,71.7,5.0,50.0
2026-03-13,Thanh Trì,1,10,10.2,91,502.0,0.1,62,2.04,,0,0,44.1
2026-03-13,Nam Từ Liêm,1,4,4.5,59.0,230.0,0.1,53.8,0.9,,0,0,12.5
2026-03-13,Cầu Giấy,1963,10011,5.1,40.0,325.0,109.6,24.6,1.02,21.7,110.7,10.0,9.5
2026-03-13,Hà Đông,1871,5613,3.0,45.0,258.0,66.4,63.2,0.6,-18.6,74.1,3.33,18.3
2026-03-13,Hoàng Mai,1,6,6.1,75.0,378.0,0.1,56.1,1.22,,0,0,44.9
2026-03-13,Thanh Xuân,1377,5921,4.3,40.0,248.0,65.1,33.5,0.86,9.0,99.2,13.33,10.0
2026-03-13,Tây Hồ,1,4,3.8,49.0,195.0,0.0,52.7,0.76,,0,0,8.2
2026-03-13,Bắc Từ Liêm,960,2784,2.9,35.0,169.0,32.0,31.4,0.58,7.8,98.1,20.0,15.0
2026-03-13,Gia Lâm,1,3,3.2,59.0,217.0,0.0,51.8,0.64,,0,0,22.0
2026-03-13,Long Biên,703,4710,6.7,65.0,396.0,60.3,57.9,1.34,-10.3,81.6,4.17,28.0
2026-03-13,Hoài Đức,635,1524,2.4,53.0,238.0,20.4,51.4,0.48,-10.0,81.9,4.17,34.0
2026-03-13,Đống Đa,546,7535,13.8,56,500.0,81.0,57,2.76,-10.1,81.8,13.33,7.5
2026-03-13,Hai Bà Trưng,436,5014,11.5,56,420.0,54.2,42,2.3,12.3,102.2,50.0,8.0
2026-03-13,Ba Đình,1,4,3.5,48.0,179.0,0.0,52.2,0.7,,0,0,6.0
2026-03-13,Đông Anh,205,1435,7.0,61.0,352.0,19.0,37.5,1.4,13.5,103.3,14.29,32.5
2026-03-13,Đan Phượng,1,3,2.8,62.0,289.0,0.0,51.2,0.56,,0,0,50.0
2026-03-13,Thanh Trì,418,1463,3.5,51.0,294.0,21.1,59.2,0.7,-15.4,77.0,8.0,44.1
2026-03-13,Nam Từ Liêm,2513,4523,1.8,30.0,145.0,50.9,29.7,0.36,0.5,93.3,20.0,12.5
2026-03-13,Cầu Giấy,1964,10016,5.1,40.0,333.0,109.7,28.0,1.02,18.9,110.4,6.67,9.5
2026-03-13,Hà Đông,1872,5616,3.0,45.0,258.0,66.4,63.2,0.6,-20.2,74.1,3.33,18.3
2026-03-13,Hoàng Mai,1628,5861,3.6,57.0,375.0,84.9,64.1,0.72,-15.9,78.1,3.33,44.9
2026-03-13,Thanh Xuân,1,6,5.5,63.0,254.0,0.1,55.2,1.1,,0,0,10.0
2026-03-13,Tây Hồ,1062,2974,2.8,37.0,187.0,32.2,27.9,0.56,39.6,129.6,3.33,8.2
2026-03-13,Bắc Từ Liêm,1,4,4.0,57.0,222.0,0.0,53.0,0.8,,0,0,15.0
2026-03-13,Gia Lâm,1,3,3.2,59.0,217.0,0.0,51.8,0.64,,0,0,22.0
2026-03-13,Long Biên,1,8,7.5,76.0,372.0,0.1,58.2,1.5,,0,0,28.0
2026-03-13,Hoài Đức,1,9,9.0,87.0,437.0,0.1,60.5,1.8,,0,0,34.0
2026-03-13,Đống Đa,547,7549,13.8,60,509.0,81.1,57,2.76,-2.7,90.3,10.0,7.5
2026-03-13,Hai Bà Trưng,436,5014,11.5,56,420.0,54.2,42,2.3,10.1,102.2,50.0,8.0
2026-03-13,Ba Đình,1,4,3.5,48.0,179.0,0.0,52.2,0.7,,0,0,6.0
2026-03-13,Đông Anh,206,1421,6.9,61.0,349.0,18.8,37.4,1.38,11.3,103.3,14.29,32.5
2026-03-13,Đan Phượng,67,188,2.8,54.0,279.0,2.8,61.2,0.56,-25.3,69.4,5.0,50.0
2026-03-13,Thanh Trì,420,1470,3.5,51.0,294.0,21.2,59.2,0.7,-16.2,77.8,8.0,44.1
2026-03-13,Nam Từ Liêm,2524,4543,1.8,30.0,146.0,51.1,44.7,0.36,-3.7,93.3,20.0,12.5
2026-03-13,Cầu Giấy,1969,9845,5.0,40.0,328.0,107.8,37.8,1.0,13.8,110.2,6.67,9.5
2026-03-13,Hà Đông,1877,5631,3.0,53.0,267.0,66.6,66.5,0.6,-23.5,74.1,0,18.3
2026-03-13,Hoàng Mai,1628,5861,3.6,57.0,375.0,84.9,64.1,0.72,-19.4,78.1,3.33,44.9
2026-03-13,Thanh Xuân,1380,5796,4.2,40.0,243.0,63.8,33.3,0.84,2.4,99.2,13.33,10.0
2026-03-13,Tây Hồ,1063,2976,2.8,37.0,187.0,32.2,27.9,0.56,33.8,129.6,3.33,8.2
2026-03-13,Bắc Từ Liêm,965,2798,2.9,35.0,169.0,32.2,31.4,0.58,1.3,98.1,20.0,15.0
2026-03-13,Gia Lâm,1,3,3.2,59.0,217.0,0.0,51.8,0.64,,0,0,22.0
2026-03-13,Long Biên,703,4710,6.7,65.0,396.0,60.3,67.9,1.34,-15.7,81.6,4.17,28.0
2026-03-13,Hoài Đức,635,1524,2.4,53.0,238.0,20.4,61.4,0.48,-15.4,81.9,4.17,34.0
2026-03-13,Đống Đa,548,7562,13.8,60,509.0,81.3,57,2.76,-8.6,88.5,10.0,7.5
2026-03-13,Hai Bà Trưng,1,4,4.2,51.0,207.0,0.0,53.3,0.84,,0,0,8.0
2026-03-13,Ba Đình,278,4365,15.7,56,464.0,46.3,32,3.14,83.4,177.6,20.83,6.0
2026-03-13,Đông Anh,1,14,14.1,91,533.0,0.2,62,2.82,,0,0,32.5
2026-03-13,Đan Phượng,67,188,2.8,54.0,279.0,2.8,61.2,0.56,-28.3,69.4,5.0,50.0
2026-03-13,Thanh Trì,422,1477,3.5,47.0,284.0,21.3,57.2,0.7,-20.2,77.3,12.0,44.1
2026-03-13,Nam Từ Liêm,2530,4554,1.8,30.0,146.0,51.2,44.7,0.36,-14.3,93.3,20.0,12.5
2026-03-13,Cầu Giấy,1976,9880,5.0,40.0,320.0,108.2,34.5,1.0,1.0,110.0,10.0,9.5
2026-03-13,Hà Đông,1879,5637,3.0,53.0,267.0,66.7,76.5,0.6,-32.0,74.1,0,18.3
2026-03-13,Hoàng Mai,1631,5872,3.6,57.0,375.0,85.1,64.1,0.72,-28.3,78.1,3.33,44.9
2026-03-13,Thanh Xuân,1381,5800,4.2,40.0,235.0,63.8,48.3,0.84,-9.3,98.8,16.67,10.0
2026-03-13,Tây Hồ,1063,2976,2.8,37.0,187.0,32.2,27.9,0.56,19.0,129.6,3.33,8.2
2026-03-13,Bắc Từ Liêm,1,4,4.0,57.0,222.0,0.0,53.0,0.8,,0,0,15.0
2026-03-13,Gia Lâm,1,3,3.2,59.0,217.0,0.0,51.8,0.64,,0,0,22.0
2026-03-13,Long Biên,1,8,7.5,76.0,372.0,0.1,58.2,1.5,,0,0,28.0
2026-03-13,Hoài Đức,1,9,9.0,87.0,437.0,0.1,60.5,1.8,,0,0,34.0
2026-03-13,Đống Đa,1,5,4.8,53.0,225.0,0.1,54.2,0.96,,0,0,7.5
2026-03-13,Hai Bà Trưng,1,4,4.2,51.0,207.0,0.0,53.3,0.84,,0,0,8.0
2026-03-13,Ba Đình,279,4352,15.6,56,464.0,46.1,32,3.12,64.0,178.6,20.83,6.0
2026-03-13,Đông Anh,1,14,14.1,91,533.0,0.2,62,2.82,,0,0,32.5
2026-03-13,Đan Phượng,1,3,2.8,62.0,289.0,0.0,51.2,0.56,,0,0,50.0
2026-03-13,Thanh Trì,1,10,10.2,91,502.0,0.1,62,2.04,,0,0,44.1
2026-03-13,Nam Từ Liêm,2533,4559,1.8,30.0,146.0,51.3,44.7,0.36,-6.7,93.3,20.0,12.5
2026-03-13,Cầu Giấy,1976,9880,5.0,40.0,320.0,108.2,34.5,1.0,10.0,110.0,10.0,9.5
2026-03-13,Hà Đông,1881,5643,3.0,53.0,267.0,66.8,66.5,0.6,-25.9,74.1,0,18.3
2026-03-13,Hoàng Mai,1634,5882,3.6,57.0,376.0,85.2,64.1,0.72,-21.9,78.1,3.33,44.9
2026-03-13,Thanh Xuân,1,6,5.5,63.0,254.0,0.1,55.2,1.1,,0,0,10.0
2026-03-13,Tây Hồ,1,4,3.8,49.0,195.0,0.0,52.7,0.76,,0,0,8.2
2026-03-13,Bắc Từ Liêm,1,4,4.0,57.0,222.0,0.0,53.0,0.8,,0,0,15.0
2026-03-13,Gia Lâm,1,3,3.2,59.0,217.0,0.0,51.8,0.64,,0,0,22.0
2026-03-13,Long Biên,1,8,7.5,76.0,372.0,0.1,58.2,1.5,,0,0,28.0
2026-03-13,Hoài Đức,1,9,9.0,87.0,437.0,0.1,60.5,1.8,,0,0,34.0
2026-03-13,Đống Đa,1,5,4.8,53.0,225.0,0.1,54.2,0.96,,0,0,7.5
2026-03-13,Hai Bà Trưng,436,5014,11.5,56,420.0,54.2,42,2.3,2.2,102.2,50.0,8.0
2026-03-13,Ba Đình,280,4368,15.6,56,483.0,46.3,32,3.12,65.1,165.1,12.5,6.0
2026-03-13,Đông Anh,1,14,14.1,91,533.0,0.2,62,2.82,,0,0,32.5
2026-03-13,Đan Phượng,1,3,2.8,62.0,289.0,0.0,51.2,0.56,,0,0,50.0
2026-03-13,Thanh Trì,423,1480,3.5,51.0,295.0,21.3,59.6,0.7,-22.8,77.2,7.69,44.1
2026-03-13,Nam Từ Liêm,1,4,4.5,59.0,230.0,0.1,53.8,0.9,,0,0,12.5
2026-03-13,Cầu Giấy,1,5,5.0,54.0,237.0,0.1,54.5,1.0,,0,0,9.5
2026-03-13,Hà Đông,1883,5649,3.0,53.0,267.0,66.8,66.5,0.6,-22.9,74.1,0,18.3
2026-03-13,Hoàng Mai,1638,5897,3.6,57.0,376.0,85.4,64.1,0.72,-18.5,78.4,3.33,44.9
2026-03-13,Thanh Xuân,1,6,5.5,63.0,254.0,0.1,55.2,1.1,,0,0,10.0
2026-03-13,Tây Hồ,1063,2976,2.8,37.0,187.0,32.2,27.9,0.56,34.8,129.6,3.33,8.2
2026-03-13,Bắc Từ Liêm,970,2813,2.9,35.0,169.0,32.3,31.4,0.58,2.0,98.1,20.0,15.0
2026-03-13,Gia Lâm,1,3,3.2,59.0,217.0,0.0,51.8,0.64,,0,0,22.0
2026-03-13,Long Biên,704,4717,6.7,65.0,396.0,60.4,67.9,1.34,-15.2,81.5,4.17,28.0
2026-03-13,Hoài Đức,640,1536,2.4,53.0,238.0,20.6,51.4,0.48,-14.8,81.9,4.17,34.0
2026-03-13,Đống Đa,552,7562,13.7,60,507.0,81.3,67,2.74,-17.3,79.5,10.0,7.5
2026-03-13,Hai Bà Trưng,440,5016,11.4,56,418.0,54.2,42,2.28,5.5,101.4,50.0,8.0
2026-03-13,Ba Đình,281,4356,15.5,56,483.0,46.2,32,3.1,66.5,160.1,12.5,6.0
2026-03-13,Đông Anh,1,14,14.1,91,533.0,0.2,62,2.82,,0,0,32.5
2026-03-13,Đan Phượng,1,3,2.8,62.0,289.0,0.0,51.2,0.56,,0,0,50.0
2026-03-13,Thanh Trì,426,1448,3.4,51.0,292.0,20.9,59.4,0.68,-20.1,76.8,7.69,44.1
2026-03-13,Nam Từ Liêm,2544,4579,1.8,30.0,163.0,51.5,44.7,0.36,-1.8,91.4,13.33,12.5
2026-03-13,Cầu Giấy,1988,9940,5.0,36.0,312.0,108.8,24.5,1.0,16.6,108.5,13.33,9.5
2026-03-13,Hà Đông,1,5,5.2,62.0,270.0,0.1,54.8,1.04,,0,0,18.3
2026-03-13,Hoàng Mai,1642,5911,3.6,57.0,376.0,85.7,64.1,0.72,-15.7,78.4,3.33,44.9
2026-03-13,Thanh Xuân,1388,5830,4.2,40.0,235.0,64.1,33.3,0.84,6.2,98.8,16.67,10.0
2026-03-13,Tây Hồ,1063,2976,2.8,37.0,187.0,32.2,27.9,0.56,39.3,129.6,3.33,8.2
2026-03-13,Bắc Từ Liêm,1,4,4.0,57.0,222.0,0.0,53.0,0.8,,0,0,15.0
2026-03-13,Gia Lâm,1,3,3.2,59.0,217.0,0.0,51.8,0.64,,0,0,22.0
2026-03-13,Long Biên,1,8,7.5,76.0,372.0,0.1,58.2,1.5,,0,0,28.0
2026-03-13,Hoài Đức,641,1538,2.4,53.0,238.0,20.6,51.4,0.48,-12.0,81.9,4.17,34.0
2026-03-13,Đống Đa,553,2654,4.8,35.0,220.0,28.5,49.2,0.96,-14.7,79.4,13.33,7.5
2026-03-13,Hai Bà Trưng,1,4,4.2,51.0,207.0,0.0,53.3,0.84,,0,0,8.0
2026-03-13,Ba Đình,1,4,3.5,48.0,179.0,0.0,52.2,0.7,,0,0,6.0
2026-03-13,Đông Anh,1,14,14.1,91,533.0,0.2,62,2.82,,0,0,32.5
2026-03-13,Đan Phượng,1,3,2.8,62.0,289.0,0.0,51.2,0.56,,0,0,50.0
2026-03-13,Thanh Trì,427,1452,3.4,47.0,282.0,20.9,57.1,0.68,-18.0,76.3,11.54,44.1
2026-03-13,Nam Từ Liêm,2559,4606,1.8,30.0,163.0,51.8,44.7,0.36,-3.2,92.1,13.33,12.5
2026-03-13,Cầu Giấy,1994,10568,5.3,37.0,329.0,115.7,35.0,1.06,14.3,108.8,13.33,9.5
2026-03-13,Hà Đông,1890,5859,3.1,53.0,272.0,69.3,66.7,0.62,-22.1,74.1,0,18.3
2026-03-13,Hoàng Mai,1,6,6.1,75.0,378.0,0.1,56.1,1.22,,0,0,44.9
2026-03-13,Thanh Xuân,1389,6250,4.5,41.0,250.0,68.8,33.8,0.9,3.8,98.8,16.67,10.0
2026-03-13,Tây Hồ,1,4,3.8,49.0,195.0,0.0,52.7,0.76,,0,0,8.2
2026-03-13,Bắc Từ Liêm,983,2851,2.9,35.0,170.0,32.8,31.4,0.58,2.6,97.7,23.33,15.0
2026-03-13,Gia Lâm,808,1050,1.3,33.0,120.0,12.8,54.0,0.26,-22.5,73.8,23.33,22.0
2026-03-13,Long Biên,1,8,7.5,76.0,372.0,0.1,58.2,1.5,,0,0,28.0
2026-03-13,Hoài Đức,1,9,9.0,87.0,437.0,0.1,60.5,1.8,,0,0,34.0
2026-03-13,Đống Đa,1,5,4.8,53.0,225.0,0.1,54.2,0.96,,0,0,7.5
2026-03-13,Hai Bà Trưng,1,4,4.2,51.0,207.0,0.0,53.3,0.84,,0,0,8.0
2026-03-13,Ba Đình,281,4749,16.9,56,477.0,50.3,32,3.38,65.5,157.5,16.67,6.0
2026-03-13,Đông Anh,212,1505,7.1,65.0,368.0,19.9,38.1,1.42,12.2,106.8,9.52,32.5
2026-03-13,Đan Phượng,70,196,2.8,62.0,292.0,2.9,76.2,0.56,-30.8,65.9,0,50.0
2026-03-13,Thanh Trì,431,1508,3.5,47.0,286.0,21.7,57.2,0.7,-19.8,76.3,11.54,44.1
2026-03-13,Nam Từ Liêm,1,4,4.5,59.0,230.0,0.1,53.8,0.9,,0,0,12.5
2026-03-13,Cầu Giấy,2006,10431,5.2,37.0,324.0,114.2,34.8,1.04,10.7,107.2,13.33,9.5
2026-03-13,Hà Đông,1894,5871,3.1,53.0,273.0,69.5,66.7,0.62,-23.5,74.1,0,18.3
2026-03-13,Hoàng Mai,1,6,6.1,75.0,378.0,0.1,56.1,1.22,,0,0,44.9
2026-03-13,Thanh Xuân,1397,6286,4.5,41.0,250.0,69.2,33.8,0.9,2.0,98.8,16.67,10.0
2026-03-13,Tây Hồ,1072,3109,2.9,38.0,192.0,33.6,28.0,0.58,33.7,129.5,3.33,8.2
2026-03-13,Bắc Từ Liêm,982,2848,2.9,35.0,170.0,32.7,31.4,0.58,0.9,97.7,23.33,15.0
2026-03-13,Gia Lâm,810,1053,1.3,33.0,120.0,12.8,54.0,0.26,-23.2,74.4,23.33,22.0
2026-03-13,Long Biên,707,4878,6.9,66.0,405.0,62.4,68.2,1.38,-15.8,81.5,4.17,28.0
2026-03-13,Hoài Đức,646,1550,2.4,53.0,238.0,20.8,61.4,0.48,-15.4,81.9,4.17,34.0
2026-03-13,Đống Đa,1,5,4.8,53.0,225.0,0.1,54.2,0.96,,0,0,7.5
2026-03-13,Hai Bà Trưng,1,4,4.2,51.0,207.0,0.0,53.3,0.84,,0,0,8.0
2026-03-13,Ba Đình,281,4749,16.9,56,477.0,50.3,32,3.38,62.6,157.5,16.67,6.0
2026-03-13,Đông Anh,1,14,14.1,91,533.0,0.2,62,2.82,,0,0,32.5
2026-03-13,Đan Phượng,70,196,2.8,62.0,292.0,2.9,76.2,0.56,-32.0,65.9,0,50.0
2026-03-13,Thanh Trì,1,10,10.2,91,502.0,0.1,62,2.04,,0,0,44.1
2026-03-13,Nam Từ Liêm,1,4,4.5,59.0,230.0,0.1,53.8,0.9,,0,0,12.5
2026-03-13,Cầu Giấy,2004,10421,5.2,37.0,324.0,114.1,34.8,1.04,10.0,109.1,13.33,9.5
2026-03-13,Hà Đông,1899,5887,3.1,53.0,273.0,69.6,66.7,0.62,-25.3,74.1,0,18.3
2026-03-13,Hoàng Mai,1647,6094,3.7,58.0,382.0,88.3,64.2,0.74,-21.0,78.4,3.33,44.9
2026-03-13,Thanh Xuân,1,6,5.5,63.0,254.0,0.1,55.2,1.1,,0,0,10.0
2026-03-13,Tây Hồ,1076,3120,2.9,38.0,192.0,33.8,28.0,0.58,27.5,126.5,3.33,8.2
2026-03-13,Bắc Từ Liêm,985,2856,2.9,35.0,170.0,32.8,46.4,0.58,-2.0,97.2,20.0,15.0
2026-03-13,Gia Lâm,1,3,3.2,59.0,217.0,0.0,51.8,0.64,,0,0,22.0
2026-03-13,Long Biên,715,4862,6.8,65.0,401.0,62.2,58.0,1.36,-13.6,85.7,4.17,28.0
2026-03-13,Hoài Đức,1,9,9.0,87.0,437.0,0.1,60.5,1.8,,0,0,34.0
2026-03-13,Đống Đa,553,8240,14.9,60,534.0,88.6,57,2.98,-11.4,87.9,10.0,7.5
2026-03-13,Hai Bà Trưng,1,4,4.2,51.0,207.0,0.0,53.3,0.84,,0,0,8.0
2026-03-13,Ba Đình,280,4760,17.0,56,477.0,50.5,32,3.4,59.5,158.2,16.67,6.0
2026-03-13,Đông Anh,213,1512,7.1,65.0,369.0,20.0,38.1,1.42,7.7,106.8,9.52,32.5
2026-03-13,Đan Phượng,70,196,2.8,62.0,292.0,2.9,76.2,0.56,-31.4,68.1,0,50.0
2026-03-13,Thanh Trì,1,10,10.2,91,502.0,0.1,62,2.04,,0,0,44.1
2026-03-13,Nam Từ Liêm,2574,4633,1.8,30.0,155.0,52.1,44.7,0.36,-6.8,92.4,16.67,12.5
2026-03-13,Cầu Giấy,1,5,5.0,54.0,237.0,0.1,54.5,1.0,,0,0,9.5
2026-03-13,Hà Đông,1,5,5.2,62.0,270.0,0.1,54.8,1.04,,0,0,18.3
2026-03-13,Hoàng Mai,1651,6109,3.7,58.0,382.0,88.5,64.2,0.74,-20.6,78.7,3.33,44.9
2026-03-13,Thanh Xuân,1401,6304,4.5,41.0,250.0,69.3,48.8,0.9,-1.0,98.1,16.67,10.0
2026-03-13,Tây Hồ,1,4,3.8,49.0,195.0,0.0,52.7,0.76,,0,0,8.2
2026-03-13,Bắc Từ Liêm,1,4,4.0,57.0,222.0,0.0,53.0,0.8,,0,0,15.0
2026-03-13,Gia Lâm,1,3,3.2,59.0,217.0,0.0,51.8,0.64,,0,0,22.0
2026-03-13,Long Biên,1,8,7.5,76.0,372.0,0.1,58.2,1.5,,0,0,28.0
2026-03-13,Hoài Đức,1,9,9.0,87.0,437.0,0.1,60.5,1.8,,0,0,34.0
2026-03-13,Đống Đa,555,8270,14.9,60,535.0,88.9,57,2.98,-10.9,88.3,10.0,7.5
2026-03-13,Hai Bà Trưng,437,5419,12.4,56,439.0,58.5,42,2.48,0.2,99.3,54.17,8.0
2026-03-13,Ba Đình,279,4743,17.0,56,487.0,50.3,32,3.4,53.6,152.2,12.5,6.0
2026-03-13,Đông Anh,213,1512,7.1,65.0,369.0,20.0,38.1,1.42,7.8,106.8,9.52,32.5
2026-03-13,Đan Phượng,1,3,2.8,62.0,289.0,0.0,51.2,0.56,,0,0,50.0
2026-03-13,Thanh Trì,434,1519,3.5,47.0,286.0,21.9,57.2,0.7,-22.3,77.0,11.54,44.1
2026-03-13,Nam Từ Liêm,2581,4646,1.8,30.0,155.0,52.3,44.7,0.36,-11.8,94.5,16.67,12.5
2026-03-13,Cầu Giấy,2010,10452,5.2,37.0,324.0,114.4,34.8,1.04,1.5,108.8,13.33,9.5
2026-03-13,Hà Đông,1,5,5.2,62.0,270.0,0.1,54.8,1.04,,0,0,18.3
2026-03-13,Hoàng Mai,1,6,6.1,75.0,378.0,0.1,56.1,1.22,,0,0,44.9
2026-03-13,Thanh Xuân,1,6,5.5,63.0,254.0,0.1,55.2,1.1,,0,0,10.0
2026-03-13,Tây Hồ,1,4,3.8,49.0,195.0,0.0,52.7,0.76,,0,0,8.2
2026-03-13,Bắc Từ Liêm,1,4,4.0,57.0,222.0,0.0,53.0,0.8,,0,0,15.0
2026-03-13,Gia Lâm,1,3,3.2,59.0,217.0,0.0,51.8,0.64,,0,0,22.0
2026-03-13,Long Biên,1,8,7.5,76.0,372.0,0.1,58.2,1.5,,0,0,28.0
2026-03-13,Hoài Đức,1,9,9.0,87.0,437.0,0.1,60.5,1.8,,0,0,34.0
2026-03-13,Đống Đa,1,5,4.8,53.0,225.0,0.1,54.2,0.96,,0,0,7.5
2026-03-13,Hai Bà Trưng,1,4,4.2,51.0,207.0,0.0,53.3,0.84,,0,0,8.0
2026-03-13,Ba Đình,279,4743,17.0,56,487.0,50.3,32,3.4,49.3,160.0,12.5,6.0
2026-03-13,Đông Anh,214,1498,7.0,65.0,365.0,19.8,53.0,1.4,-0.4,106.8,9.52,32.5
2026-03-13,Đan Phượng,70,196,2.8,62.0,292.0,2.9,76.2,0.56,-38.5,65.9,0,50.0
2026-03-13,Thanh Trì,1,10,10.2,91,502.0,0.1,62,2.04,,0,0,44.1
2026-03-13,Nam Từ Liêm,2584,4651,1.8,30.0,147.0,52.3,44.7,0.36,-6.6,91.4,20.0,12.5
2026-03-13,Cầu Giấy,2008,10442,5.2,41.0,333.0,114.3,34.8,1.04,13.0,110.6,10.0,9.5
2026-03-13,Hà Đông,1894,5871,3.1,53.0,273.0,69.5,66.7,0.62,-24.3,74.1,0,18.3
2026-03-13,Hoàng Mai,1,6,6.1,75.0,378.0,0.1,56.1,1.22,,0,0,44.9
2026-03-13,Thanh Xuân,1,6,5.5,63.0,254.0,0.1,55.2,1.1,,0,0,10.0
2026-03-13,Tây Hồ,1073,3112,2.9,38.0,192.0,33.7,28.0,0.58,29.2,126.5,3.33,8.2
2026-03-13,Bắc Từ Liêm,981,2845,2.9,35.0,170.0,32.7,46.4,0.58,-1.2,96.7,23.33,15.0
2026-03-13,Gia Lâm,1,3,3.2,59.0,217.0,0.0,51.8,0.64,,0,0,22.0
2026-03-13,Long Biên,721,4903,6.8,73.0,412.0,62.8,62.2,1.36,-12.5,85.7,0,28.0
2026-03-13,Hoài Đức,1,9,9.0,87.0,437.0,0.1,60.5,1.8,,0,0,34.0
2026-03-13,Đống Đa,552,8225,14.9,56,526.0,88.4,57,2.98,-6.5,91.5,13.33,7.5
2026-03-13,Hai Bà Trưng,1,4,4.2,51.0,207.0,0.0,53.3,0.84,,0,0,8.0
2026-03-13,Ba Đình,275,4758,17.3,56,487.0,50.4,32,3.46,63.0,159.6,12.5,6.0
2026-03-13,Đông Anh,1,14,14.1,91,533.0,0.2,62,2.82,,0,0,32.5
2026-03-13,Đan Phượng,72,202,2.8,54.0,279.0,3.0,71.2,0.56,-32.7,65.9,5.0,50.0
2026-03-13,Thanh Trì,429,1502,3.5,47.0,285.0,21.6,57.2,0.7,-21.3,77.0,12.0,44.1
2026-03-13,Nam Từ Liêm,1,4,4.5,59.0,230.0,0.1,53.8,0.9,,0,0,12.5
2026-03-13,Cầu Giấy,1,5,5.0,54.0,237.0,0.1,54.5,1.0,,0,0,9.5
2026-03-13,Hà Đông,1892,5865,3.1,53.0,272.0,69.4,66.7,0.62,-17.8,71.1,0,18.3
2026-03-13,Hoàng Mai,1648,6098,3.7,58.0,382.0,88.4,54.2,0.74,-8.9,78.8,3.33,44.9
2026-03-13,Thanh Xuân,1,6,5.5,63.0,254.0,0.1,55.2,1.1,,0,0,10.0
2026-03-13,Tây Hồ,1071,3106,2.9,38.0,192.0,33.6,28.0,0.58,46.2,126.5,3.33,8.2
